"year","IMFDreher","imfcode"
"1971",0,732
"1972",1,732
"1973",1,732
"1974",1,732
"1975",0,732
"1976",0,732
"1977",0,732
"1978",0,732
"1979",0,732
"1980",0,732
"1981",0,732
"1982",1,732
"1983",1,732
"1984",1,732
"1985",0,732
"1986",0,732
"1987",0,732
"1988",0,732
"1989",0,732
"1990",0,732
"1991",0,732
"1992",0,732
"1993",0,732
"1994",0,732
"1995",0,732
"1996",0,732
"1997",0,732
"1998",0,732
"1999",0,732
"2000",0,732
"2001",0,732
"2002",0,732
"2003",0,732
"2004",0,732
"2005",0,732
"2006",0,732
"2007",0,732
"2008",0,732
"1970",0,366
"1971",0,366
"1972",0,366
"1973",0,366
"1974",0,366
"1975",0,366
"1976",0,366
"1977",0,366
"1978",0,366
"1979",0,366
"1980",0,366
"1981",0,366
"1982",0,366
"1983",0,366
"1984",0,366
"1985",0,366
"1986",0,366
"1987",0,366
"1988",0,366
"1989",0,366
"1990",0,366
"1991",0,366
"1992",0,366
"1993",0,366
"1994",0,366
"1995",0,366
"1996",0,366
"1997",0,366
"1998",0,366
"1999",0,366
"2000",0,366
"2001",0,366
"2002",0,366
"2003",0,366
"2004",0,366
"2005",0,366
"2006",0,366
"2007",0,366
"2008",0,366
"1970",0,734
"1971",0,734
"1972",0,734
"1973",0,734
"1974",0,734
"1975",0,734
"1976",0,734
"1977",0,734
"1978",0,734
"1979",0,734
"1980",0,734
"1981",0,734
"1982",0,734
"1983",0,734
"1984",0,734
"1985",0,734
"1986",0,734
"1987",0,734
"1988",0,734
"1989",0,734
"1990",0,734
"1991",0,734
"1992",0,734
"1993",0,734
"1994",0,734
"1995",0,734
"1996",0,734
"1997",0,734
"1998",0,734
"1999",0,734
"2000",0,734
"2001",0,734
"2002",0,734
"2003",0,734
"2004",0,734
"2005",0,734
"2006",0,734
"2007",0,734
"2008",0,734
"1970",0,463
"1971",0,463
"1972",0,463
"1973",0,463
"1974",0,463
"1975",0,463
"1976",0,463
"1977",0,463
"1978",0,463
"1979",0,463
"1980",0,463
"1981",0,463
"1982",0,463
"1983",0,463
"1984",0,463
"1985",0,463
"1986",0,463
"1987",0,463
"1988",0,463
"1989",0,463
"1990",0,463
"1991",0,463
"1992",0,463
"1993",0,463
"1994",0,463
"1995",0,463
"1996",0,463
"1997",0,463
"1998",0,463
"1999",0,463
"2000",0,463
"2001",0,463
"2002",0,463
"2003",0,463
"2004",0,463
"2005",0,463
"2006",0,463
"2007",0,463
"2008",0,463
"1970",0,923
"1971",0,923
"1972",0,923
"1973",0,923
"1974",0,923
"1975",0,923
"1976",0,923
"1977",0,923
"1978",0,923
"1979",0,923
"1980",0,923
"1981",0,923
"1982",0,923
"1983",0,923
"1984",0,923
"1985",0,923
"1986",0,923
"1987",0,923
"1988",0,923
"1989",0,923
"1990",0,923
"1991",0,923
"1992",0,923
"1993",0,923
"1994",0,923
"1995",0,923
"1996",1,923
"1997",0,923
"1998",0,923
"1999",0,923
"2000",0,923
"2001",0,923
"2002",0,923
"2003",0,923
"2004",0,923
"2005",0,923
"2006",0,923
"2007",0,923
"2008",0,923
"1970",0,738
"1971",0,738
"1972",0,738
"1973",0,738
"1974",0,738
"1975",1,738
"1976",0,738
"1977",0,738
"1978",0,738
"1979",0,738
"1980",1,738
"1981",0,738
"1982",0,738
"1983",0,738
"1984",0,738
"1985",0,738
"1986",1,738
"1987",0,738
"1988",0,738
"1989",0,738
"1990",0,738
"1991",0,738
"1992",0,738
"1993",0,738
"1994",0,738
"1995",0,738
"1996",0,738
"1997",0,738
"1998",0,738
"1999",0,738
"2000",0,738
"2001",0,738
"2002",0,738
"2003",0,738
"2004",0,738
"2005",0,738
"2006",0,738
"2007",0,738
"2008",0,738
"1970",0,578
"1971",0,578
"1972",0,578
"1973",0,578
"1974",0,578
"1975",0,578
"1976",0,578
"1977",0,578
"1978",1,578
"1979",0,578
"1980",0,578
"1981",1,578
"1982",1,578
"1983",0,578
"1984",0,578
"1985",1,578
"1986",0,578
"1987",0,578
"1988",0,578
"1989",0,578
"1990",0,578
"1991",0,578
"1992",0,578
"1993",0,578
"1994",0,578
"1995",0,578
"1996",0,578
"1997",1,578
"1998",0,578
"1999",0,578
"2000",0,578
"2001",0,578
"2002",0,578
"2003",0,578
"2004",0,578
"2005",0,578
"2006",0,578
"2007",0,578
"2008",0,578
"1970",0,742
"1971",0,742
"1972",0,742
"1973",0,742
"1974",0,742
"1975",0,742
"1976",0,742
"1977",0,742
"1978",0,742
"1979",1,742
"1980",0,742
"1981",1,742
"1982",0,742
"1983",1,742
"1984",1,742
"1985",1,742
"1986",1,742
"1987",0,742
"1988",1,742
"1989",0,742
"1990",0,742
"1991",0,742
"1992",0,742
"1993",0,742
"1994",0,742
"1995",0,742
"1996",0,742
"1997",0,742
"1998",0,742
"1999",0,742
"2000",0,742
"2001",0,742
"2002",0,742
"2003",0,742
"2004",0,742
"2005",0,742
"2006",0,742
"2007",0,742
"2008",0,742
"1970",0,866
"1971",0,866
"1972",0,866
"1973",0,866
"1974",0,866
"1975",0,866
"1976",0,866
"1977",0,866
"1978",0,866
"1979",0,866
"1980",0,866
"1981",0,866
"1982",0,866
"1983",0,866
"1984",0,866
"1985",0,866
"1986",0,866
"1987",0,866
"1988",0,866
"1989",0,866
"1990",0,866
"1991",0,866
"1992",0,866
"1993",0,866
"1994",0,866
"1995",0,866
"1996",0,866
"1997",0,866
"1998",0,866
"1999",0,866
"2000",0,866
"2001",0,866
"2002",0,866
"2003",0,866
"2004",0,866
"2005",0,866
"2006",0,866
"2007",0,866
"2008",0,866
"1970",0,369
"1971",0,369
"1972",0,369
"1973",0,369
"1974",0,369
"1975",0,369
"1976",0,369
"1977",0,369
"1978",0,369
"1979",0,369
"1980",0,369
"1981",0,369
"1982",0,369
"1983",0,369
"1984",0,369
"1985",0,369
"1986",0,369
"1987",0,369
"1988",0,369
"1989",1,369
"1990",1,369
"1991",0,369
"1992",0,369
"1993",0,369
"1994",0,369
"1995",0,369
"1996",0,369
"1997",0,369
"1998",0,369
"1999",0,369
"2000",0,369
"2001",0,369
"2002",0,369
"2003",0,369
"2004",0,369
"2005",0,369
"2006",0,369
"2007",0,369
"2008",0,369
"1970",1,744
"1971",0,744
"1972",0,744
"1973",0,744
"1974",0,744
"1975",0,744
"1976",0,744
"1977",0,744
"1978",0,744
"1979",0,744
"1980",0,744
"1981",0,744
"1982",0,744
"1983",0,744
"1984",0,744
"1985",0,744
"1986",1,744
"1987",0,744
"1988",0,744
"1989",0,744
"1990",0,744
"1991",0,744
"1992",0,744
"1993",0,744
"1994",0,744
"1995",0,744
"1996",0,744
"1997",0,744
"1998",0,744
"1999",0,744
"2000",0,744
"2001",0,744
"2002",0,744
"2003",0,744
"2004",0,744
"2005",0,744
"2006",0,744
"2007",0,744
"2008",0,744
"1970",1,186
"1971",0,186
"1972",0,186
"1973",0,186
"1974",0,186
"1975",0,186
"1976",0,186
"1977",0,186
"1978",1,186
"1979",1,186
"1980",1,186
"1981",0,186
"1982",0,186
"1983",1,186
"1984",1,186
"1985",0,186
"1986",0,186
"1987",0,186
"1988",0,186
"1989",0,186
"1990",0,186
"1991",0,186
"1992",0,186
"1993",0,186
"1994",1,186
"1995",0,186
"1996",0,186
"1997",0,186
"1998",0,186
"1999",1,186
"2000",0,186
"2001",0,186
"2002",1,186
"2003",0,186
"2004",0,186
"2005",1,186
"2006",0,186
"2007",0,186
"2008",0,186
"1970",0,925
"1971",0,925
"1972",0,925
"1973",0,925
"1974",0,925
"1975",0,925
"1976",0,925
"1977",0,925
"1978",0,925
"1979",0,925
"1980",0,925
"1981",0,925
"1982",0,925
"1983",0,925
"1984",0,925
"1985",0,925
"1986",0,925
"1987",0,925
"1988",0,925
"1989",0,925
"1990",0,925
"1991",0,925
"1992",0,925
"1993",0,925
"1994",0,925
"1995",0,925
"1996",0,925
"1997",0,925
"1998",0,925
"1999",0,925
"2000",0,925
"2001",0,925
"2002",0,925
"2003",0,925
"2004",0,925
"2005",0,925
"2006",0,925
"2007",0,925
"2008",0,925
"1970",0,746
"1971",1,746
"1972",0,746
"1973",0,746
"1974",0,746
"1975",0,746
"1976",0,746
"1977",0,746
"1978",0,746
"1979",0,746
"1980",1,746
"1981",1,746
"1982",1,746
"1983",1,746
"1984",0,746
"1985",0,746
"1986",0,746
"1987",0,746
"1988",0,746
"1989",0,746
"1990",0,746
"1991",0,746
"1992",0,746
"1993",0,746
"1994",0,746
"1995",0,746
"1996",0,746
"1997",0,746
"1998",0,746
"1999",0,746
"2000",0,746
"2001",0,746
"2002",0,746
"2003",0,746
"2004",0,746
"2005",0,746
"2006",0,746
"2007",0,746
"2008",0,746
"1970",0,926
"1971",0,926
"1972",0,926
"1973",0,926
"1974",0,926
"1975",0,926
"1976",0,926
"1977",0,926
"1978",0,926
"1979",0,926
"1980",0,926
"1981",0,926
"1982",0,926
"1983",0,926
"1984",0,926
"1985",0,926
"1986",0,926
"1987",0,926
"1988",0,926
"1989",0,926
"1990",0,926
"1991",0,926
"1992",0,926
"1993",0,926
"1994",0,926
"1995",1,926
"1996",1,926
"1997",1,926
"1998",0,926
"1999",0,926
"2000",0,926
"2001",0,926
"2002",0,926
"2003",0,926
"2004",1,926
"2005",0,926
"2006",0,926
"2007",0,926
"2008",1,926
"1970",0,466
"1971",0,466
"1972",0,466
"1973",0,466
"1974",0,466
"1975",0,466
"1976",0,466
"1977",0,466
"1978",0,466
"1979",0,466
"1980",0,466
"1981",0,466
"1982",0,466
"1983",0,466
"1984",0,466
"1985",0,466
"1986",0,466
"1987",0,466
"1988",0,466
"1989",0,466
"1990",0,466
"1991",0,466
"1992",0,466
"1993",0,466
"1994",0,466
"1995",0,466
"1996",0,466
"1997",0,466
"1998",0,466
"1999",0,466
"2000",0,466
"2001",0,466
"2002",0,466
"2003",0,466
"2004",0,466
"2005",0,466
"2006",0,466
"2007",0,466
"2008",0,466
"1970",1,298
"1971",0,298
"1972",1,298
"1973",0,298
"1974",0,298
"1975",1,298
"1976",1,298
"1977",1,298
"1978",0,298
"1979",1,298
"1980",1,298
"1981",1,298
"1982",0,298
"1983",1,298
"1984",0,298
"1985",1,298
"1986",0,298
"1987",0,298
"1988",0,298
"1989",0,298
"1990",1,298
"1991",0,298
"1992",1,298
"1993",0,298
"1994",0,298
"1995",0,298
"1996",1,298
"1997",1,298
"1998",0,298
"1999",1,298
"2000",1,298
"2001",0,298
"2002",1,298
"2003",0,298
"2004",0,298
"2005",1,298
"2006",0,298
"2007",0,298
"2008",0,298
"1970",0,927
"1971",0,927
"1972",0,927
"1973",0,927
"1974",0,927
"1975",0,927
"1976",0,927
"1977",0,927
"1978",0,927
"1979",0,927
"1980",0,927
"1981",0,927
"1982",0,927
"1983",0,927
"1984",0,927
"1985",0,927
"1986",0,927
"1987",0,927
"1988",0,927
"1989",0,927
"1990",0,927
"1991",0,927
"1992",0,927
"1993",0,927
"1994",0,927
"1995",1,927
"1996",0,927
"1997",0,927
"1998",0,927
"1999",0,927
"2000",0,927
"2001",0,927
"2002",0,927
"2003",0,927
"2004",0,927
"2005",0,927
"2006",0,927
"2007",0,927
"2008",0,927
"1970",0,846
"1971",0,846
"1972",0,846
"1973",0,846
"1974",0,846
"1975",0,846
"1976",0,846
"1977",0,846
"1978",0,846
"1979",0,846
"1980",0,846
"1981",0,846
"1982",0,846
"1983",0,846
"1984",0,846
"1985",0,846
"1986",0,846
"1987",0,846
"1988",0,846
"1989",0,846
"1990",0,846
"1991",0,846
"1992",0,846
"1993",0,846
"1994",0,846
"1995",0,846
"1996",0,846
"1997",0,846
"1998",0,846
"1999",0,846
"2000",0,846
"2001",0,846
"2002",0,846
"2003",0,846
"2004",0,846
"2005",0,846
"2006",0,846
"2007",0,846
"2008",0,846
"1970",0,299
"1971",0,299
"1972",0,299
"1973",0,299
"1974",0,299
"1975",0,299
"1976",0,299
"1977",0,299
"1978",0,299
"1979",0,299
"1980",0,299
"1981",0,299
"1982",0,299
"1983",0,299
"1984",0,299
"1985",0,299
"1986",0,299
"1987",0,299
"1988",0,299
"1989",0,299
"1990",0,299
"1991",0,299
"1992",0,299
"1993",0,299
"1994",0,299
"1995",0,299
"1996",1,299
"1997",0,299
"1998",0,299
"1999",0,299
"2000",0,299
"2001",0,299
"2002",0,299
"2003",0,299
"2004",0,299
"2005",0,299
"2006",0,299
"2007",0,299
"2008",0,299
"1970",0,582
"1971",0,582
"1972",0,582
"1973",0,582
"1974",0,582
"1975",0,582
"1976",0,582
"1977",0,582
"1978",0,582
"1979",0,582
"1980",0,582
"1981",0,582
"1982",0,582
"1983",0,582
"1984",0,582
"1985",0,582
"1986",0,582
"1987",0,582
"1988",0,582
"1989",0,582
"1990",0,582
"1991",0,582
"1992",0,582
"1993",1,582
"1994",0,582
"1995",0,582
"1996",0,582
"1997",0,582
"1998",0,582
"1999",0,582
"2000",0,582
"2001",0,582
"2002",0,582
"2003",0,582
"2004",0,582
"2005",0,582
"2006",0,582
"2007",0,582
"2008",0,582
"1970",0,474
"1971",0,474
"1972",0,474
"1973",0,474
"1974",0,474
"1975",0,474
"1976",0,474
"1977",0,474
"1978",0,474
"1979",0,474
"1980",0,474
"1981",0,474
"1982",0,474
"1983",0,474
"1984",0,474
"1985",0,474
"1986",0,474
"1987",0,474
"1988",0,474
"1989",0,474
"1990",0,474
"1991",0,474
"1992",0,474
"1993",0,474
"1994",0,474
"1995",0,474
"1996",1,474
"1997",0,474
"1998",0,474
"1999",0,474
"2000",0,474
"2001",0,474
"2002",0,474
"2003",0,474
"2004",0,474
"2005",0,474
"2006",0,474
"2007",0,474
"2008",0,474
"1970",0,NA
"1971",1,NA
"1972",0,NA
"1973",0,NA
"1974",0,NA
"1975",0,NA
"1976",0,NA
"1977",0,NA
"1978",0,NA
"1979",1,NA
"1980",1,NA
"1981",1,NA
"1982",0,NA
"1983",0,NA
"1984",1,NA
"1985",1,NA
"1986",0,NA
"1987",0,NA
"1988",1,NA
"1989",0,NA
"1990",1,NA
"1991",0,NA
"1992",0,NA
"1993",0,NA
"1994",0,NA
"1995",0,NA
"1996",0,NA
"1997",0,NA
"1998",0,NA
"1999",0,NA
"2000",0,NA
"2001",1,NA
"2002",1,NA
"2003",0,NA
"2004",0,NA
"2005",0,NA
"2006",0,NA
"2007",0,NA
"2008",0,NA
"1970",0,754
"1971",0,754
"1972",0,754
"1973",1,754
"1974",0,754
"1975",0,754
"1976",1,754
"1977",0,754
"1978",1,754
"1979",0,754
"1980",0,754
"1981",0,754
"1982",0,754
"1983",1,754
"1984",1,754
"1985",0,754
"1986",1,754
"1987",0,754
"1988",0,754
"1989",0,754
"1990",0,754
"1991",0,754
"1992",0,754
"1993",0,754
"1994",0,754
"1995",0,754
"1996",0,754
"1997",0,754
"1998",0,754
"1999",0,754
"2000",0,754
"2001",0,754
"2002",0,754
"2003",0,754
"2004",0,754
"2005",0,754
"2006",0,754
"2007",0,754
"2008",0,754
"1970",0,698
"1971",0,698
"1972",0,698
"1973",0,698
"1974",0,698
"1975",0,698
"1976",0,698
"1977",0,698
"1978",0,698
"1979",0,698
"1980",0,698
"1981",1,698
"1982",0,698
"1983",1,698
"1984",0,698
"1985",0,698
"1986",0,698
"1987",0,698
"1988",0,698
"1989",0,698
"1990",0,698
"1991",0,698
"1992",0,698
"1993",0,698
"1994",0,698
"1995",0,698
"1996",0,698
"1997",0,698
"1998",1,698
"1999",1,698
"2000",0,698
"2001",0,698
"2002",0,698
"2003",0,698
"2004",0,698
"2005",0,698
"2006",0,698
"2007",0,698
"2008",0,698
